season,round,date,home_team,away_team,home_goals,away_goals,home_win,draw,away_win
2022,1,02.04.2022,HamKam,Lillestrøm,2,2,0,1,0
2022,1,02.04.2022,Molde,Vålerenga,1,0,1,0,0
2022,1,03.04.2022,Aalesund,Kristiansund,1,0,1,0,0
2022,1,03.04.2022,Haugesund,Sandefjord Fotball,1,3,0,0,1
2022,1,03.04.2022,Jerv,Strømsgodset,1,0,1,0,0
2022,1,03.04.2022,Sarpsborg 08,Viking,0,1,0,0,1
2022,1,03.04.2022,Odd,Tromsø,2,0,1,0,0
2022,1,03.04.2022,Bodø/Glimt,Rosenborg,2,2,0,1,0
2022,2,09.04.2022,Lillestrøm,Jerv,4,0,1,0,0
2022,2,10.04.2022,Vålerenga,Haugesund,2,1,1,0,0
2022,2,10.04.2022,Tromsø,HamKam,2,1,1,0,0
2022,2,10.04.2022,Sandefjord Fotball,Bodø/Glimt,1,2,0,0,1
2022,2,10.04.2022,Rosenborg,Odd,1,0,1,0,0
2022,2,10.04.2022,Strømsgodset,Molde,1,3,0,0,1
2022,2,10.04.2022,Kristiansund,Sarpsborg 08,2,3,0,0,1
2022,2,10.04.2022,Viking,Aalesund,1,0,1,0,0
2022,3,18.04.2022,Aalesund,Tromsø,2,2,0,1,0
2022,3,18.04.2022,HamKam,Sandefjord Fotball,3,0,1,0,0
2022,3,18.04.2022,Haugesund,Strømsgodset,0,1,0,0,1
2022,3,18.04.2022,Jerv,Kristiansund,1,0,1,0,0
2022,3,18.04.2022,Molde,Lillestrøm,1,2,0,0,1
2022,3,18.04.2022,Sarpsborg 08,Rosenborg,1,1,0,1,0
2022,3,18.04.2022,Odd,Viking,2,1,1,0,0
2022,3,18.04.2022,Bodø/Glimt,Vålerenga,5,1,1,0,0
2022,4,23.04.2022,Odd,Aalesund,2,3,0,0,1
2022,4,23.04.2022,Strømsgodset,Sandefjord Fotball,0,5,0,0,1
2022,4,24.04.2022,Kristiansund,HamKam,2,2,0,1,0
2022,4,24.04.2022,Lillestrøm,Haugesund,1,0,1,0,0
2022,4,24.04.2022,Tromsø,Sarpsborg 08,2,5,0,0,1
2022,4,24.04.2022,Viking,Bodø/Glimt,2,0,1,0,0
2022,4,24.04.2022,Vålerenga,Jerv,1,0,1,0,0
2022,4,24.04.2022,Rosenborg,Molde,0,0,0,1,0
2022,5,07.05.2022,Sarpsborg 08,Odd,1,0,1,0,0
2022,5,07.05.2022,Molde,Viking,3,4,0,0,1
2022,5,08.05.2022,Bodø/Glimt,Lillestrøm,1,1,0,1,0
2022,5,08.05.2022,Haugesund,Kristiansund,2,0,1,0,0
2022,5,08.05.2022,Jerv,Tromsø,1,1,0,1,0
2022,5,08.05.2022,Strømsgodset,Rosenborg,3,0,1,0,0
2022,5,08.05.2022,Sandefjord Fotball,Vålerenga,1,3,0,0,1
2022,5,08.05.2022,HamKam,Aalesund,0,0,0,1,0
2022,6,16.05.2022,Aalesund,Molde,0,2,0,0,1
2022,6,16.05.2022,Bodø/Glimt,Tromsø,1,1,0,1,0
2022,6,16.05.2022,Kristiansund,Strømsgodset,0,3,0,0,1
2022,6,16.05.2022,Lillestrøm,Sarpsborg 08,1,0,1,0,0
2022,6,16.05.2022,Rosenborg,Sandefjord Fotball,3,0,1,0,0
2022,6,16.05.2022,Odd,Haugesund,0,4,0,0,1
2022,6,16.05.2022,Viking,Jerv,3,0,1,0,0
2022,6,16.05.2022,Vålerenga,HamKam,1,1,0,1,0
2022,7,21.05.2022,Sandefjord Fotball,Lillestrøm,1,4,0,0,1
2022,7,21.05.2022,Molde,Kristiansund,2,1,1,0,0
2022,7,22.05.2022,Haugesund,Bodø/Glimt,1,4,0,0,1
2022,7,22.05.2022,Jerv,Odd,0,1,0,0,1
2022,7,22.05.2022,Strømsgodset,Vålerenga,3,2,1,0,0
2022,7,22.05.2022,Sarpsborg 08,Aalesund,1,2,0,0,1
2022,7,22.05.2022,Tromsø,Viking,1,1,0,1,0
2022,7,22.05.2022,HamKam,Rosenborg,1,1,0,1,0
2022,8,25.05.2022,Aalesund,Jerv,2,1,1,0,0
2022,8,25.05.2022,Bodø/Glimt,Strømsgodset,2,2,0,1,0
2022,8,25.05.2022,Odd,Sandefjord Fotball,0,1,0,0,1
2022,8,25.05.2022,Viking,HamKam,1,1,0,1,0
2022,8,25.05.2022,Lillestrøm,Vålerenga,2,0,1,0,0
2022,8,26.05.2022,Rosenborg,Haugesund,3,3,0,1,0
2022,8,26.05.2022,Sarpsborg 08,Molde,1,2,0,0,1
2022,8,03.08.2022,Kristiansund,Tromsø,1,1,0,1,0
2022,9,28.05.2022,HamKam,Odd,1,2,0,0,1
2022,9,28.05.2022,Strømsgodset,Viking,3,2,1,0,0
2022,9,29.05.2022,Haugesund,Aalesund,2,2,0,1,0
2022,9,29.05.2022,Jerv,Sarpsborg 08,0,5,0,0,1
2022,9,29.05.2022,Molde,Bodø/Glimt,3,1,1,0,0
2022,9,29.05.2022,Tromsø,Lillestrøm,2,2,0,1,0
2022,9,29.05.2022,Vålerenga,Rosenborg,0,4,0,0,1
2022,9,27.07.2022,Sandefjord Fotball,Kristiansund,2,0,1,0,0
2022,10,18.06.2022,Sarpsborg 08,Strømsgodset,5,1,1,0,0
2022,10,18.06.2022,Kristiansund,Bodø/Glimt,0,2,0,0,1
2022,10,19.06.2022,Jerv,HamKam,1,2,0,0,1
2022,10,19.06.2022,Lillestrøm,Rosenborg,3,1,1,0,0
2022,10,19.06.2022,Odd,Molde,1,2,0,0,1
2022,10,19.06.2022,Tromsø,Haugesund,1,1,0,1,0
2022,10,19.06.2022,Viking,Sandefjord Fotball,1,2,0,0,1
2022,10,19.06.2022,Aalesund,Vålerenga,2,2,0,1,0
2022,11,25.06.2022,Haugesund,Viking,4,2,1,0,0
2022,11,25.06.2022,Rosenborg,Kristiansund,3,1,1,0,0
2022,11,26.06.2022,Bodø/Glimt,Aalesund,2,0,1,0,0
2022,11,26.06.2022,HamKam,Sarpsborg 08,3,2,1,0,0
2022,11,26.06.2022,Strømsgodset,Lillestrøm,3,0,1,0,0
2022,11,26.06.2022,Sandefjord Fotball,Tromsø,2,2,0,1,0
2022,11,26.06.2022,Vålerenga,Odd,0,1,0,0,1
2022,11,06.07.2022,Molde,Jerv,1,1,0,1,0
2022,12,12.05.2022,Tromsø,Vålerenga,1,0,1,0,0
2022,12,02.07.2022,Jerv,Haugesund,1,0,1,0,0
2022,12,02.07.2022,Odd,Bodø/Glimt,3,2,1,0,0
2022,12,03.07.2022,Aalesund,Strømsgodset,1,0,1,0,0
2022,12,03.07.2022,HamKam,Molde,0,0,0,1,0
2022,12,03.07.2022,Kristiansund,Lillestrøm,1,3,0,0,1
2022,12,03.07.2022,Sarpsborg 08,Sandefjord Fotball,4,3,1,0,0
2022,12,03.07.2022,Viking,Rosenborg,1,1,0,1,0
2022,13,09.07.2022,Bodø/Glimt,Sarpsborg 08,4,1,1,0,0
2022,13,09.07.2022,Strømsgodset,Odd,0,0,0,1,0
2022,13,10.07.2022,Lillestrøm,Viking,0,1,0,0,1
2022,13,10.07.2022,Molde,Tromsø,5,1,1,0,0
2022,13,10.07.2022,Rosenborg,Jerv,3,2,1,0,0
2022,13,10.07.2022,Vålerenga,Kristiansund,3,0,1,0,0
2022,13,10.07.2022,Haugesund,HamKam,1,1,0,1,0
2022,13,12.07.2022,Sandefjord Fotball,Aalesund,2,2,0,1,0
2022,14,16.07.2022,Jerv,Sandefjord Fotball,1,2,0,0,1
2022,14,16.07.2022,HamKam,Bodø/Glimt,0,2,0,0,1
2022,14,17.07.2022,Molde,Haugesund,1,0,1,0,0
2022,14,17.07.2022,Sarpsborg 08,Vålerenga,0,1,0,0,1
2022,14,17.07.2022,Odd,Lillestrøm,1,2,0,0,1
2022,14,17.07.2022,Viking,Kristiansund,2,1,1,0,0
2022,14,17.07.2022,Aalesund,Rosenborg,0,0,0,1,0
2022,14,31.08.2022,Tromsø,Strømsgodset,1,0,1,0,0
2022,15,28.04.2022,Lillestrøm,Aalesund,2,0,1,0,0
2022,15,23.07.2022,Bodø/Glimt,Jerv,5,0,1,0,0
2022,15,23.07.2022,Rosenborg,Tromsø,3,0,1,0,0
2022,15,24.07.2022,Haugesund,Sarpsborg 08,3,1,1,0,0
2022,15,24.07.2022,Kristiansund,Odd,2,2,0,1,0
2022,15,24.07.2022,Sandefjord Fotball,Molde,2,3,0,0,1
2022,15,24.07.2022,Vålerenga,Viking,4,2,1,0,0
2022,15,24.07.2022,Strømsgodset,HamKam,1,1,0,1,0
2022,16,30.04.2022,Viking,Haugesund,5,1,1,0,0
2022,16,30.07.2022,Aalesund,Bodø/Glimt,1,2,0,0,1
2022,16,30.07.2022,HamKam,Kristiansund,0,1,0,0,1
2022,16,30.07.2022,Odd,Rosenborg,2,3,0,0,1
2022,16,30.07.2022,Tromsø,Sandefjord Fotball,3,0,1,0,0
2022,16,30.07.2022,Jerv,Vålerenga,2,5,0,0,1
2022,16,31.07.2022,Molde,Strømsgodset,3,0,1,0,0
2022,16,31.07.2022,Sarpsborg 08,Lillestrøm,0,2,0,0,1
2022,17,06.08.2022,Bodø/Glimt,Odd,7,0,1,0,0
2022,17,06.08.2022,Rosenborg,HamKam,2,1,1,0,0
2022,17,07.08.2022,Haugesund,Jerv,3,1,1,0,0
2022,17,07.08.2022,Kristiansund,Molde,2,3,0,0,1
2022,17,07.08.2022,Lillestrøm,Tromsø,1,1,0,1,0
2022,17,07.08.2022,Strømsgodset,Sarpsborg 08,3,1,1,0,0
2022,17,07.08.2022,Sandefjord Fotball,Viking,2,2,0,1,0
2022,17,07.08.2022,Vålerenga,Aalesund,4,0,1,0,0
2022,18,11.05.2022,Molde,Odd,3,0,1,0,0
2022,18,12.05.2022,Viking,Strømsgodset,0,0,0,1,0
2022,18,12.08.2022,Sandefjord Fotball,Rosenborg,2,5,0,0,1
2022,18,12.08.2022,Sarpsborg 08,Bodø/Glimt,1,4,0,0,1
2022,18,13.08.2022,Aalesund,Haugesund,1,2,0,0,1
2022,18,14.08.2022,Jerv,Lillestrøm,1,0,1,0,0
2022,18,14.08.2022,Tromsø,Kristiansund,2,1,1,0,0
2022,18,14.08.2022,HamKam,Vålerenga,1,1,0,1,0
2022,19,20.08.2022,Bodø/Glimt,HamKam,2,2,0,1,0
2022,19,20.08.2022,Odd,Sarpsborg 08,1,0,1,0,0
2022,19,21.08.2022,Haugesund,Molde,0,1,0,0,1
2022,19,21.08.2022,Lillestrøm,Sandefjord Fotball,3,0,1,0,0
2022,19,21.08.2022,Strømsgodset,Jerv,6,0,1,0,0
2022,19,21.08.2022,Vålerenga,Tromsø,1,0,1,0,0
2022,19,21.08.2022,Rosenborg,Aalesund,2,1,1,0,0
2022,19,31.08.2022,Kristiansund,Viking,2,1,1,0,0
2022,20,27.08.2022,Jerv,Bodø/Glimt,0,2,0,0,1
2022,20,27.08.2022,Sandefjord Fotball,Strømsgodset,2,2,0,1,0
2022,20,28.08.2022,Aalesund,Odd,1,1,0,1,0
2022,20,28.08.2022,HamKam,Haugesund,1,0,1,0,0
2022,20,28.08.2022,Lillestrøm,Kristiansund,1,1,0,1,0
2022,20,28.08.2022,Molde,Sarpsborg 08,4,1,1,0,0
2022,20,28.08.2022,Viking,Vålerenga,1,2,0,0,1
2022,20,28.08.2022,Tromsø,Rosenborg,4,3,1,0,0
2022,21,03.09.2022,Bodø/Glimt,Molde,1,4,0,0,1
2022,21,04.09.2022,Haugesund,Tromsø,2,1,1,0,0
2022,21,04.09.2022,Kristiansund,Sandefjord Fotball,3,1,1,0,0
2022,21,04.09.2022,Strømsgodset,Aalesund,1,2,0,0,1
2022,21,04.09.2022,Rosenborg,Viking,4,1,1,0,0
2022,21,04.09.2022,Sarpsborg 08,HamKam,2,1,1,0,0
2022,21,04.09.2022,Odd,Jerv,2,1,1,0,0
2022,21,04.09.2022,Vålerenga,Lillestrøm,3,1,1,0,0
2022,22,10.09.2022,Sandefjord Fotball,Odd,1,3,0,0,1
2022,22,10.09.2022,Lillestrøm,Strømsgodset,2,1,1,0,0
2022,22,11.09.2022,Aalesund,Sarpsborg 08,1,3,0,0,1
2022,22,11.09.2022,HamKam,Viking,1,2,0,0,1
2022,22,11.09.2022,Jerv,Molde,2,4,0,0,1
2022,22,11.09.2022,Kristiansund,Vålerenga,3,2,1,0,0
2022,22,11.09.2022,Tromsø,Bodø/Glimt,3,2,1,0,0
2022,22,11.09.2022,Haugesund,Rosenborg,2,1,1,0,0
2022,23,17.09.2022,Odd,HamKam,2,0,1,0,0
2022,23,18.09.2022,Bodø/Glimt,Haugesund,1,1,0,1,0
2022,23,18.09.2022,Strømsgodset,Kristiansund,4,1,1,0,0
2022,23,18.09.2022,Rosenborg,Lillestrøm,3,1,1,0,0
2022,23,18.09.2022,Sarpsborg 08,Jerv,4,3,1,0,0
2022,23,18.09.2022,Viking,Tromsø,2,2,0,1,0
2022,23,18.09.2022,Vålerenga,Sandefjord Fotball,4,0,1,0,0
2022,23,18.09.2022,Molde,Aalesund,3,0,1,0,0
2022,24,01.10.2022,Tromsø,Molde,0,1,0,0,1
2022,24,01.10.2022,Lillestrøm,Bodø/Glimt,1,4,0,0,1
2022,24,01.10.2022,Vålerenga,Strømsgodset,4,0,1,0,0
2022,24,02.10.2022,Aalesund,Viking,2,1,1,0,0
2022,24,02.10.2022,HamKam,Jerv,2,1,1,0,0
2022,24,02.10.2022,Haugesund,Odd,2,2,0,1,0
2022,24,02.10.2022,Sandefjord Fotball,Sarpsborg 08,1,1,0,1,0
2022,24,02.10.2022,Kristiansund,Rosenborg,4,4,0,1,0
2022,25,08.10.2022,Sarpsborg 08,Haugesund,4,0,1,0,0
2022,25,09.10.2022,Bodø/Glimt,Sandefjord Fotball,4,1,1,0,0
2022,25,09.10.2022,Molde,HamKam,5,0,1,0,0
2022,25,09.10.2022,Strømsgodset,Tromsø,1,2,0,0,1
2022,25,09.10.2022,Odd,Kristiansund,1,1,0,1,0
2022,25,09.10.2022,Viking,Lillestrøm,0,3,0,0,1
2022,25,09.10.2022,Rosenborg,Vålerenga,3,0,1,0,0
2022,25,19.10.2022,Jerv,Aalesund,0,1,0,0,1
2022,26,15.10.2022,Tromsø,Odd,3,2,1,0,0
2022,26,15.10.2022,Rosenborg,Strømsgodset,3,0,1,0,0
2022,26,16.10.2022,Aalesund,HamKam,0,0,0,1,0
2022,26,16.10.2022,Kristiansund,Haugesund,0,1,0,0,1
2022,26,16.10.2022,Sandefjord Fotball,Jerv,1,2,0,0,1
2022,26,16.10.2022,Viking,Sarpsborg 08,0,1,0,0,1
2022,26,16.10.2022,Vålerenga,Bodø/Glimt,0,6,0,0,1
2022,26,16.10.2022,Lillestrøm,Molde,0,1,0,0,1
2022,27,22.10.2022,HamKam,Strømsgodset,1,1,0,1,0
2022,27,22.10.2022,Odd,Vålerenga,2,1,1,0,0
2022,27,23.10.2022,Aalesund,Sandefjord Fotball,1,0,1,0,0
2022,27,23.10.2022,Bodø/Glimt,Kristiansund,5,0,1,0,0
2022,27,23.10.2022,Haugesund,Lillestrøm,0,1,0,0,1
2022,27,23.10.2022,Jerv,Viking,2,2,0,1,0
2022,27,23.10.2022,Sarpsborg 08,Tromsø,1,1,0,1,0
2022,27,23.10.2022,Molde,Rosenborg,2,1,1,0,0
2022,28,29.10.2022,Strømsgodset,Haugesund,1,2,0,0,1
2022,28,29.10.2022,Vålerenga,Sarpsborg 08,3,3,0,1,0
2022,28,30.10.2022,Kristiansund,Aalesund,4,0,1,0,0
2022,28,30.10.2022,Lillestrøm,Odd,0,2,0,0,1
2022,28,30.10.2022,Rosenborg,Bodø/Glimt,3,2,1,0,0
2022,28,30.10.2022,Sandefjord Fotball,HamKam,1,2,0,0,1
2022,28,30.10.2022,Tromsø,Jerv,2,2,0,1,0
2022,28,30.10.2022,Viking,Molde,1,4,0,0,1
2022,29,06.11.2022,Aalesund,Lillestrøm,2,1,1,0,0
2022,29,06.11.2022,Bodø/Glimt,Viking,5,4,1,0,0
2022,29,06.11.2022,HamKam,Tromsø,1,2,0,0,1
2022,29,06.11.2022,Haugesund,Vålerenga,1,1,0,1,0
2022,29,06.11.2022,Jerv,Rosenborg,2,4,0,0,1
2022,29,06.11.2022,Molde,Sandefjord Fotball,2,1,1,0,0
2022,29,06.11.2022,Sarpsborg 08,Kristiansund,2,2,0,1,0
2022,29,06.11.2022,Odd,Strømsgodset,5,1,1,0,0
2022,30,13.11.2022,Kristiansund,Jerv,1,1,0,1,0
2022,30,13.11.2022,Lillestrøm,HamKam,3,1,1,0,0
2022,30,13.11.2022,Strømsgodset,Bodø/Glimt,2,4,0,0,1
2022,30,13.11.2022,Rosenborg,Sarpsborg 08,2,3,0,0,1
2022,30,13.11.2022,Sandefjord Fotball,Haugesund,2,2,0,1,0
2022,30,13.11.2022,Tromsø,Aalesund,2,2,0,1,0
2022,30,13.11.2022,Viking,Odd,1,1,0,1,0
2022,30,13.11.2022,Vålerenga,Molde,1,2,0,0,1
2023,1,10.04.2023,Rosenborg,Viking,1,0,1,0,0
2023,1,10.04.2023,Aalesund,Vålerenga,0,1,0,0,1
2023,1,10.04.2023,HamKam,Sandefjord Fotball,2,0,1,0,0
2023,1,10.04.2023,Sarpsborg 08,Bodø/Glimt,0,2,0,0,1
2023,1,10.04.2023,Stabæk,Odd,0,0,0,1,0
2023,1,10.04.2023,Tromsø,Molde,1,0,1,0,0
2023,1,10.04.2023,Brann,Haugesund,3,0,1,0,0
2023,1,19.04.2023,Lillestrøm,Strømsgodset,4,3,1,0,0
2023,2,15.04.2023,Viking,Lillestrøm,2,0,1,0,0
2023,2,16.04.2023,Bodø/Glimt,Stabæk,4,0,1,0,0
2023,2,16.04.2023,Haugesund,HamKam,3,2,1,0,0
2023,2,16.04.2023,Molde,Rosenborg,1,1,0,1,0
2023,2,16.04.2023,Odd,Brann,2,0,1,0,0
2023,2,16.04.2023,Sandefjord Fotball,Tromsø,0,0,0,1,0
2023,2,16.04.2023,Strømsgodset,Aalesund,1,0,1,0,0
2023,2,16.04.2023,Vålerenga,Sarpsborg 08,0,2,0,0,1
2023,3,22.04.2023,Brann,Vålerenga,3,1,1,0,0
2023,3,23.04.2023,Aalesund,Bodø/Glimt,0,3,0,0,1
2023,3,23.04.2023,HamKam,Strømsgodset,2,0,1,0,0
2023,3,23.04.2023,Rosenborg,Sandefjord Fotball,1,1,0,1,0
2023,3,23.04.2023,Sarpsborg 08,Odd,0,0,0,1,0
2023,3,23.04.2023,Stabæk,Haugesund,3,0,1,0,0
2023,3,23.04.2023,Tromsø,Viking,1,1,0,1,0
2023,3,23.04.2023,Lillestrøm,Molde,2,1,1,0,0
2023,4,29.04.2023,Bodø/Glimt,Brann,2,2,0,1,0
2023,4,30.04.2023,Haugesund,Sarpsborg 08,0,0,0,1,0
2023,4,30.04.2023,Molde,Stabæk,2,3,0,0,1
2023,4,30.04.2023,Sandefjord Fotball,Aalesund,4,0,1,0,0
2023,4,30.04.2023,Strømsgodset,Tromsø,0,1,0,0,1
2023,4,30.04.2023,Viking,HamKam,7,3,1,0,0
2023,4,30.04.2023,Odd,Rosenborg,0,0,0,1,0
2023,4,01.05.2023,Vålerenga,Lillestrøm,3,4,0,0,1
2023,5,06.05.2023,Rosenborg,Vålerenga,1,3,0,0,1
2023,5,07.05.2023,Aalesund,Haugesund,0,0,0,1,0
2023,5,07.05.2023,HamKam,Molde,0,4,0,0,1
2023,5,07.05.2023,Stabæk,Sarpsborg 08,1,1,0,1,0
2023,5,07.05.2023,Tromsø,Odd,0,1,0,0,1
2023,5,07.05.2023,Viking,Strømsgodset,1,1,0,1,0
2023,5,07.05.2023,Lillestrøm,Bodø/Glimt,1,2,0,0,1
2023,5,08.05.2023,Brann,Sandefjord Fotball,0,0,0,1,0
2023,6,12.05.2023,Odd,Lillestrøm,0,1,0,0,1
2023,6,13.05.2023,Bodø/Glimt,Rosenborg,3,2,1,0,0
2023,6,13.05.2023,HamKam,Tromsø,1,2,0,0,1
2023,6,13.05.2023,Molde,Strømsgodset,3,2,1,0,0
2023,6,13.05.2023,Sandefjord Fotball,Viking,1,2,0,0,1
2023,6,13.05.2023,Sarpsborg 08,Brann,2,1,1,0,0
2023,6,13.05.2023,Stabæk,Aalesund,1,0,1,0,0
2023,6,13.05.2023,Haugesund,Vålerenga,1,1,0,1,0
2023,7,16.05.2023,Aalesund,Molde,3,1,1,0,0
2023,7,16.05.2023,Brann,Stabæk,4,1,1,0,0
2023,7,16.05.2023,Lillestrøm,Sarpsborg 08,1,2,0,0,1
2023,7,16.05.2023,Rosenborg,Haugesund,1,0,1,0,0
2023,7,16.05.2023,Strømsgodset,Sandefjord Fotball,1,0,1,0,0
2023,7,16.05.2023,Tromsø,Bodø/Glimt,2,3,0,0,1
2023,7,16.05.2023,Viking,Odd,3,2,1,0,0
2023,7,16.05.2023,Vålerenga,HamKam,3,0,1,0,0
2023,8,29.05.2023,Bodø/Glimt,Viking,5,1,1,0,0
2023,8,29.05.2023,Brann,Rosenborg,3,1,1,0,0
2023,8,29.05.2023,Haugesund,Tromsø,1,2,0,0,1
2023,8,29.05.2023,Molde,Sandefjord Fotball,5,0,1,0,0
2023,8,29.05.2023,Odd,Strømsgodset,1,1,0,1,0
2023,8,29.05.2023,Sarpsborg 08,Aalesund,3,1,1,0,0
2023,8,29.05.2023,Stabæk,Vålerenga,2,1,1,0,0
2023,8,29.05.2023,HamKam,Lillestrøm,0,0,0,1,0
2023,9,04.06.2023,Aalesund,Brann,1,3,0,0,1
2023,9,04.06.2023,Lillestrøm,Stabæk,3,1,1,0,0
2023,9,04.06.2023,Rosenborg,HamKam,4,0,1,0,0
2023,9,04.06.2023,Sandefjord Fotball,Odd,4,1,1,0,0
2023,9,04.06.2023,Strømsgodset,Haugesund,1,2,0,0,1
2023,9,04.06.2023,Tromsø,Sarpsborg 08,2,1,1,0,0
2023,9,04.06.2023,Vålerenga,Bodø/Glimt,1,3,0,0,1
2023,9,04.06.2023,Viking,Molde,3,4,0,0,1
2023,10,11.06.2023,Aalesund,Tromsø,2,3,0,0,1
2023,10,11.06.2023,Bodø/Glimt,HamKam,3,0,1,0,0
2023,10,11.06.2023,Haugesund,Sandefjord Fotball,3,2,1,0,0
2023,10,11.06.2023,Odd,Molde,1,0,1,0,0
2023,10,11.06.2023,Sarpsborg 08,Viking,1,3,0,0,1
2023,10,11.06.2023,Stabæk,Rosenborg,2,2,0,1,0
2023,10,11.06.2023,Vålerenga,Strømsgodset,0,1,0,0,1
2023,10,11.06.2023,Brann,Lillestrøm,2,2,0,1,0
2023,11,24.06.2023,Viking,Brann,3,1,1,0,0
2023,11,25.06.2023,HamKam,Odd,0,1,0,0,1
2023,11,25.06.2023,Molde,Haugesund,1,0,1,0,0
2023,11,25.06.2023,Rosenborg,Sarpsborg 08,0,3,0,0,1
2023,11,25.06.2023,Tromsø,Stabæk,2,1,1,0,0
2023,11,25.06.2023,Strømsgodset,Bodø/Glimt,2,0,1,0,0
2023,11,19.07.2023,Lillestrøm,Aalesund,5,1,1,0,0
2023,11,01.10.2023,Sandefjord Fotball,Vålerenga,1,2,0,0,1
2023,12,01.07.2023,Vålerenga,Viking,1,2,0,0,1
2023,12,02.07.2023,Aalesund,Rosenborg,1,0,1,0,0
2023,12,02.07.2023,Brann,HamKam,2,1,1,0,0
2023,12,02.07.2023,Haugesund,Odd,2,1,1,0,0
2023,12,02.07.2023,Lillestrøm,Tromsø,0,1,0,0,1
2023,12,02.07.2023,Sarpsborg 08,Sandefjord Fotball,6,1,1,0,0
2023,12,02.07.2023,Bodø/Glimt,Molde,2,2,0,1,0
2023,12,03.07.2023,Stabæk,Strømsgodset,0,1,0,0,1
2023,13,07.07.2023,HamKam,Aalesund,2,1,1,0,0
2023,13,08.07.2023,Viking,Haugesund,2,0,1,0,0
2023,13,09.07.2023,Odd,Bodø/Glimt,0,2,0,0,1
2023,13,09.07.2023,Rosenborg,Lillestrøm,1,2,0,0,1
2023,13,09.07.2023,Sandefjord Fotball,Stabæk,0,0,0,1,0
2023,13,09.07.2023,Strømsgodset,Sarpsborg 08,5,2,1,0,0
2023,13,09.07.2023,Tromsø,Vålerenga,0,0,0,1,0
2023,13,09.07.2023,Molde,Brann,2,0,1,0,0
2023,14,15.07.2023,Vålerenga,Molde,0,4,0,0,1
2023,14,16.07.2023,Aalesund,Odd,0,3,0,0,1
2023,14,16.07.2023,Bodø/Glimt,Haugesund,2,1,1,0,0
2023,14,16.07.2023,Lillestrøm,Sandefjord Fotball,4,2,1,0,0
2023,14,16.07.2023,Rosenborg,Tromsø,2,1,1,0,0
2023,14,16.07.2023,Sarpsborg 08,HamKam,2,3,0,0,1
2023,14,16.07.2023,Stabæk,Viking,0,1,0,0,1
2023,14,16.07.2023,Brann,Strømsgodset,1,0,1,0,0
2023,15,22.07.2023,Molde,Sarpsborg 08,5,1,1,0,0
2023,15,23.07.2023,HamKam,Stabæk,3,2,1,0,0
2023,15,23.07.2023,Haugesund,Lillestrøm,1,0,1,0,0
2023,15,23.07.2023,Odd,Vålerenga,2,1,1,0,0
2023,15,23.07.2023,Sandefjord Fotball,Bodø/Glimt,2,5,0,0,1
2023,15,23.07.2023,Tromsø,Brann,3,1,1,0,0
2023,15,23.07.2023,Strømsgodset,Rosenborg,0,1,0,0,1
